,epoch,train acc
0,1,17.49420166015625
1,2,55.3741455078125
2,3,82.00225830078125
3,4,90.72113037109375
4,5,93.57147216796875
5,6,95.43914794921875
6,7,96.563720703125
7,8,96.87957763671875
8,9,96.868896484375
9,10,97.60284423828125
10,11,98.4283447265625
11,12,98.49853515625
12,13,98.18878173828125
13,14,98.38714599609375
14,15,98.27423095703125
15,16,98.577880859375
16,17,98.5504150390625
17,18,98.8250732421875
18,19,98.797607421875
19,20,98.85101318359375
20,21,98.7548828125
21,22,98.85406494140625
22,23,99.21417236328125
23,24,99.18060302734375
24,25,99.102783203125
25,26,99.13330078125
26,27,99.11346435546875
27,28,99.163818359375
28,29,99.12109375
29,30,99.47509765625
30,31,99.32861328125
31,32,99.2889404296875
32,33,99.21722412109375
33,34,99.45068359375
34,35,99.2462158203125
35,36,99.41864013671875
36,37,99.4415283203125
37,38,99.59869384765625
38,39,99.42626953125
39,40,99.4232177734375
40,41,99.4842529296875
41,42,99.69940185546875
42,43,99.27825927734375
43,44,99.5819091796875
44,45,99.35302734375
45,46,99.554443359375
46,47,99.57733154296875
47,48,99.62615966796875
48,49,99.6063232421875
49,50,99.67041015625
50,51,99.688720703125
51,52,99.41253662109375
52,53,99.5819091796875
53,54,99.69024658203125
54,55,99.62310791015625
55,56,99.54833984375
56,57,99.64447021484375
57,58,99.71160888671875
58,59,99.4964599609375
59,60,99.3560791015625
60,61,99.57733154296875
61,62,99.66278076171875
62,63,99.58648681640625
63,64,99.72686767578125
64,65,99.59869384765625
65,66,99.4110107421875
66,67,99.69329833984375
67,68,99.60174560546875
68,69,99.49188232421875
69,70,99.51934814453125
70,71,99.761962890625
71,72,99.76348876953125
72,73,99.79705810546875
73,74,99.481201171875
74,75,99.74365234375
75,76,99.71466064453125
76,77,99.70550537109375
77,78,99.7314453125
78,79,99.7528076171875
79,80,99.6978759765625
80,81,99.56207275390625
81,82,99.84588623046875
82,83,99.8046875
83,84,99.62615966796875
84,85,99.6826171875
85,86,99.6551513671875
86,87,99.67803955078125
87,88,99.88250732421875
88,89,99.83062744140625
89,90,99.8138427734375
90,91,99.69940185546875
91,92,99.7039794921875
92,93,99.78485107421875
93,94,99.6673583984375
94,95,99.8046875
95,96,99.8260498046875
96,97,99.87335205078125
97,98,99.82147216796875
98,99,99.8443603515625
99,100,99.8565673828125
100,101,99.85504150390625
101,102,99.9237060546875
102,103,99.713134765625
103,104,99.664306640625
104,105,99.72076416015625
105,106,99.71466064453125
106,107,99.7039794921875
107,108,99.6856689453125
108,109,99.91607666015625
109,110,99.82757568359375
110,111,99.90081787109375
111,112,99.8779296875
112,113,99.8565673828125
113,114,99.79248046875
114,115,99.7772216796875
115,116,99.79705810546875
116,117,99.73907470703125
117,118,99.8046875
118,119,99.76806640625
119,120,99.8016357421875
120,121,99.835205078125
121,122,99.810791015625
122,123,99.86114501953125
123,124,99.78485107421875
124,125,99.7802734375
125,126,99.80926513671875
126,127,99.78485107421875
127,128,99.84283447265625
128,129,99.91912841796875
129,130,99.810791015625
130,131,99.8291015625
131,132,99.84130859375
132,133,99.853515625
133,134,99.81689453125
134,135,99.80926513671875
135,136,99.68414306640625
136,137,99.9420166015625
137,138,99.810791015625
138,139,99.65667724609375
139,140,99.85809326171875
140,141,99.86114501953125
141,142,99.86572265625
142,143,99.9359130859375
143,144,99.8626708984375
144,145,99.67041015625
145,146,99.908447265625
146,147,99.91302490234375
147,148,99.87945556640625
148,149,99.798583984375
149,150,99.9359130859375
150,151,99.89471435546875
151,152,99.7772216796875
152,153,99.7222900390625
153,154,99.896240234375
154,155,99.84283447265625
155,156,99.89471435546875
156,157,99.9176025390625
157,158,99.96490478515625
158,159,99.920654296875
159,160,99.774169921875
160,161,99.83367919921875
161,162,99.85809326171875
162,163,99.78179931640625
163,164,99.8321533203125
164,165,99.9237060546875
165,166,99.91607666015625
166,167,99.9725341796875
167,168,99.94659423828125
168,169,99.91302490234375
169,170,99.8443603515625
170,171,99.79248046875
171,172,99.89471435546875
172,173,99.83978271484375
173,174,99.89013671875
174,175,99.86724853515625
175,176,99.8687744140625
176,177,99.871826171875
177,178,99.90997314453125
178,179,99.8626708984375
179,180,99.91912841796875
180,181,99.88861083984375
181,182,99.81536865234375
182,183,99.80926513671875
183,184,99.8687744140625
184,185,99.80926513671875
185,186,99.86572265625
186,187,99.9176025390625
187,188,99.83978271484375
188,189,99.94659423828125
189,190,99.89166259765625
190,191,99.9237060546875
191,192,99.94354248046875
192,193,99.97100830078125
193,194,99.86724853515625
194,195,99.8626708984375
195,196,99.89166259765625
196,197,99.84130859375
197,198,99.76654052734375
198,199,99.86572265625
199,200,99.9176025390625
200,201,99.72076416015625
201,202,99.87030029296875
202,203,99.8138427734375
203,204,99.908447265625
204,205,99.94049072265625
205,206,99.74517822265625
206,207,99.89471435546875
207,208,99.86419677734375
208,209,99.89471435546875
209,210,99.8321533203125
210,211,99.76043701171875
211,212,99.96795654296875
212,213,99.86724853515625
213,214,99.9420166015625
214,215,99.81842041015625
215,216,99.945068359375
216,217,99.9481201171875
217,218,99.91302490234375
218,219,99.9725341796875
219,220,99.81689453125
220,221,99.84588623046875
221,222,99.88555908203125
222,223,99.92218017578125
223,224,99.9420166015625
224,225,99.92523193359375
225,226,99.94049072265625
226,227,99.859619140625
227,228,99.94659423828125
228,229,99.83978271484375
229,230,99.89776611328125
230,231,99.84588623046875
231,232,99.920654296875
232,233,99.91607666015625
233,234,99.8931884765625
234,235,99.87030029296875
235,236,99.92523193359375
236,237,99.96795654296875
237,238,99.9481201171875
238,239,99.94049072265625
239,240,99.85198974609375
240,241,99.91302490234375
241,242,99.92218017578125
242,243,99.89776611328125
243,244,99.87030029296875
244,245,99.8382568359375
245,246,99.9755859375
246,247,99.76806640625
247,248,99.91302490234375
248,249,99.91607666015625
249,250,100.0
250,251,99.89166259765625
251,252,99.951171875
252,253,99.83673095703125
253,254,99.859619140625
254,255,99.94354248046875
255,256,99.86572265625
256,257,99.951171875
257,258,99.9176025390625
258,259,99.88861083984375
259,260,99.9755859375
260,261,99.9237060546875
261,262,99.9481201171875
262,263,99.9176025390625
263,264,99.94964599609375
264,265,99.87335205078125
265,266,99.8443603515625
266,267,99.91455078125
267,268,99.9359130859375
268,269,99.8382568359375
269,270,99.945068359375
270,271,99.9481201171875
271,272,99.94659423828125
272,273,99.920654296875
273,274,99.97406005859375
274,275,99.92523193359375
275,276,99.9114990234375
276,277,99.92218017578125
277,278,99.94354248046875
278,279,99.8992919921875
279,280,99.920654296875
280,281,99.94659423828125
281,282,99.86114501953125
282,283,99.94354248046875
283,284,99.84588623046875
284,285,99.97406005859375
285,286,99.9481201171875
286,287,99.9481201171875
287,288,99.85809326171875
288,289,99.97406005859375
289,290,99.810791015625
290,291,99.91302490234375
291,292,99.9237060546875
292,293,99.91607666015625
293,294,99.91607666015625
294,295,99.94354248046875
295,296,99.93896484375
296,297,99.8687744140625
297,298,99.9237060546875
298,299,99.89776611328125
299,300,99.9481201171875
300,301,99.951171875
301,302,99.9755859375
302,303,99.92523193359375
303,304,99.9114990234375
304,305,99.96795654296875
305,306,99.94964599609375
306,307,99.8626708984375
307,308,99.99542236328125
308,309,99.9969482421875
309,310,99.89166259765625
310,311,99.9664306640625
311,312,100.0
312,313,99.9237060546875
313,314,99.9237060546875
314,315,99.9176025390625
315,316,99.94964599609375
316,317,99.99847412109375
317,318,99.89471435546875
318,319,99.96490478515625
319,320,99.94964599609375
320,321,99.94659423828125
321,322,99.8687744140625
322,323,99.945068359375
323,324,99.91455078125
324,325,99.9481201171875
325,326,99.9267578125
326,327,99.94659423828125
327,328,99.91302490234375
328,329,99.89776611328125
329,330,99.9267578125
330,331,99.9420166015625
331,332,99.9755859375
332,333,99.969482421875
333,334,99.94964599609375
334,335,99.945068359375
335,336,99.99847412109375
336,337,99.9176025390625
337,338,99.945068359375
338,339,99.90234375
339,340,100.0
340,341,99.9481201171875
341,342,99.97406005859375
342,343,99.92218017578125
343,344,99.9481201171875
344,345,99.94354248046875
345,346,99.89471435546875
346,347,99.94964599609375
347,348,99.86419677734375
348,349,99.920654296875
349,350,99.92218017578125
350,351,99.945068359375
351,352,99.8565673828125
352,353,99.94964599609375
353,354,99.97406005859375
354,355,99.89471435546875
355,356,99.86419677734375
356,357,100.0
357,358,99.86572265625
358,359,99.94354248046875
359,360,99.884033203125
360,361,99.8992919921875
361,362,99.90997314453125
362,363,99.99847412109375
363,364,99.945068359375
364,365,99.9267578125
365,366,99.91302490234375
366,367,100.0
367,368,99.96795654296875
368,369,99.9755859375
369,370,99.92218017578125
370,371,99.9420166015625
371,372,99.9481201171875
372,373,99.969482421875
373,374,99.8199462890625
374,375,99.97100830078125
375,376,99.97406005859375
376,377,99.86419677734375
377,378,99.89013671875
378,379,99.94964599609375
379,380,99.94659423828125
380,381,99.951171875
381,382,99.91607666015625
382,383,99.859619140625
383,384,99.9420166015625
384,385,99.92218017578125
385,386,100.0
386,387,99.89013671875
387,388,99.9481201171875
388,389,99.94049072265625
389,390,99.99847412109375
390,391,99.951171875
391,392,99.96795654296875
392,393,99.969482421875
393,394,99.9114990234375
394,395,99.92523193359375
395,396,99.92218017578125
396,397,99.9481201171875
397,398,99.920654296875
398,399,99.9481201171875
399,400,99.920654296875
400,401,99.94049072265625
401,402,99.896240234375
402,403,99.896240234375
403,404,99.84130859375
404,405,99.92218017578125
405,406,99.920654296875
406,407,99.91607666015625
407,408,99.92523193359375
408,409,99.89166259765625
409,410,99.86572265625
410,411,99.9664306640625
411,412,99.92218017578125
412,413,99.9420166015625
413,414,100.0
414,415,99.96795654296875
415,416,99.920654296875
416,417,99.99847412109375
417,418,99.94659423828125
418,419,99.94354248046875
419,420,99.969482421875
420,421,99.969482421875
421,422,99.94964599609375
422,423,99.86114501953125
423,424,99.896240234375
424,425,99.969482421875
425,426,99.89013671875
426,427,99.88861083984375
427,428,99.97406005859375
428,429,99.91912841796875
429,430,100.0
430,431,100.0
431,432,99.9664306640625
432,433,99.92218017578125
433,434,99.97406005859375
434,435,99.9237060546875
435,436,100.0
436,437,99.9176025390625
437,438,99.93743896484375
438,439,99.9481201171875
439,440,99.92218017578125
440,441,99.97406005859375
441,442,99.92523193359375
442,443,99.94659423828125
443,444,99.89013671875
444,445,99.90386962890625
445,446,99.99847412109375
446,447,99.9725341796875
447,448,99.8748779296875
448,449,99.93896484375
449,450,99.97100830078125
450,451,99.92523193359375
451,452,99.97100830078125
452,453,99.97100830078125
453,454,99.89776611328125
454,455,99.87335205078125
455,456,99.91607666015625
456,457,99.945068359375
457,458,99.89776611328125
458,459,99.94659423828125
