,epoch,Mask Probs
0,1,0.0005035400390625
1,2,0.0251617431640625
2,3,0.094451904296875
3,4,0.1403350830078125
4,5,0.1635894775390625
5,6,0.178802490234375
6,7,0.190399169921875
7,8,0.1975860595703125
8,9,0.2095947265625
9,10,0.2179718017578125
10,11,0.2265777587890625
11,12,0.2343292236328125
12,13,0.2423858642578125
13,14,0.245880126953125
14,15,0.25775146484375
15,16,0.254608154296875
16,17,0.2657318115234375
17,18,0.267303466796875
18,19,0.277618408203125
19,20,0.2792205810546875
20,21,0.2806549072265625
21,22,0.28863525390625
22,23,0.294677734375
23,24,0.2983856201171875
24,25,0.303863525390625
25,26,0.3087615966796875
26,27,0.3179168701171875
27,28,0.320709228515625
28,29,0.32391357421875
29,30,0.333740234375
30,31,0.3346405029296875
31,32,0.341461181640625
32,33,0.34356689453125
33,34,0.3435821533203125
34,35,0.3551025390625
35,36,0.35662841796875
36,37,0.3649444580078125
37,38,0.372344970703125
38,39,0.3712310791015625
39,40,0.37237548828125
40,41,0.378326416015625
41,42,0.380279541015625
42,43,0.3870697021484375
43,44,0.394989013671875
44,45,0.392425537109375
45,46,0.394805908203125
46,47,0.4014434814453125
47,48,0.40679931640625
48,49,0.4039154052734375
49,50,0.416473388671875
50,51,0.414398193359375
51,52,0.4212799072265625
52,53,0.428070068359375
53,54,0.4311676025390625
54,55,0.42694091796875
55,56,0.4329833984375
56,57,0.436279296875
57,58,0.4430694580078125
58,59,0.446136474609375
59,60,0.448486328125
60,61,0.451324462890625
61,62,0.45587158203125
62,63,0.4591522216796875
63,64,0.46856689453125
64,65,0.4644622802734375
65,66,0.471099853515625
66,67,0.4789276123046875
67,68,0.4774169921875
68,69,0.483154296875
69,70,0.4791259765625
70,71,0.493316650390625
71,72,0.4857940673828125
72,73,0.4891815185546875
73,74,0.4951019287109375
74,75,0.5098724365234375
75,76,0.50799560546875
76,77,0.5098114013671875
77,78,0.509185791015625
78,79,0.5095672607421875
79,80,0.516326904296875
80,81,0.5220947265625
81,82,0.5228271484375
82,83,0.5298004150390625
83,84,0.529083251953125
84,85,0.537506103515625
85,86,0.5351409912109375
86,87,0.537689208984375
87,88,0.5427093505859375
88,89,0.5423126220703125
89,90,0.5489959716796875
90,91,0.5506439208984375
91,92,0.552581787109375
92,93,0.5592193603515625
93,94,0.56427001953125
94,95,0.563568115234375
95,96,0.5673675537109375
96,97,0.5748443603515625
97,98,0.57794189453125
98,99,0.580108642578125
99,100,0.5813140869140625
100,101,0.58453369140625
101,102,0.5859222412109375
102,103,0.582366943359375
103,104,0.58807373046875
104,105,0.592559814453125
105,106,0.59637451171875
106,107,0.5960540771484375
107,108,0.59881591796875
108,109,0.6035614013671875
109,110,0.6063385009765625
110,111,0.609710693359375
111,112,0.6135711669921875
112,113,0.617767333984375
113,114,0.6213836669921875
114,115,0.620880126953125
115,116,0.6204833984375
116,117,0.6244354248046875
117,118,0.6279449462890625
118,119,0.6254425048828125
119,120,0.62738037109375
120,121,0.6363067626953125
121,122,0.6361541748046875
122,123,0.6401519775390625
123,124,0.6378936767578125
124,125,0.6383819580078125
125,126,0.6506805419921875
126,127,0.651611328125
127,128,0.6515350341796875
128,129,0.6569671630859375
129,130,0.6621246337890625
130,131,0.6645355224609375
131,132,0.665679931640625
132,133,0.66607666015625
133,134,0.66693115234375
134,135,0.668121337890625
135,136,0.6736297607421875
136,137,0.677581787109375
137,138,0.6765594482421875
138,139,0.680145263671875
139,140,0.680145263671875
140,141,0.6837310791015625
141,142,0.6883544921875
142,143,0.6898345947265625
143,144,0.692352294921875
144,145,0.6991119384765625
145,146,0.6991729736328125
146,147,0.7003631591796875
147,148,0.70458984375
148,149,0.6977386474609375
149,150,0.7012786865234375
150,151,0.703277587890625
151,152,0.7052459716796875
152,153,0.7115936279296875
153,154,0.7165679931640625
154,155,0.71795654296875
155,156,0.7196197509765625
156,157,0.724151611328125
157,158,0.725006103515625
158,159,0.7234649658203125
159,160,0.7306976318359375
160,161,0.7348785400390625
161,162,0.73614501953125
162,163,0.7324371337890625
163,164,0.7344970703125
164,165,0.7397003173828125
165,166,0.7391510009765625
166,167,0.7407989501953125
167,168,0.749267578125
168,169,0.7500152587890625
169,170,0.7478790283203125
170,171,0.75360107421875
171,172,0.7554779052734375
172,173,0.758331298828125
173,174,0.7623291015625
174,175,0.76129150390625
175,176,0.762908935546875
176,177,0.7656097412109375
177,178,0.76910400390625
178,179,0.7706298828125
179,180,0.7711639404296875
180,181,0.7671966552734375
181,182,0.774444580078125
182,183,0.7769317626953125
183,184,0.7762603759765625
184,185,0.7815704345703125
185,186,0.7824554443359375
186,187,0.7809295654296875
187,188,0.7842559814453125
188,189,0.7841339111328125
189,190,0.78955078125
190,191,0.788299560546875
191,192,0.792938232421875
192,193,0.7965240478515625
193,194,0.7984466552734375
194,195,0.8016815185546875
195,196,0.8042144775390625
196,197,0.8016815185546875
197,198,0.8048248291015625
198,199,0.8004913330078125
199,200,0.805023193359375
200,201,0.8114776611328125
201,202,0.81268310546875
202,203,0.8161468505859375
203,204,0.812042236328125
204,205,0.8198089599609375
205,206,0.8181610107421875
206,207,0.8233642578125
207,208,0.824493408203125
208,209,0.8256072998046875
209,210,0.8252410888671875
210,211,0.8287200927734375
211,212,0.8292388916015625
212,213,0.8319549560546875
213,214,0.830230712890625
214,215,0.8282470703125
215,216,0.8345947265625
216,217,0.8363037109375
217,218,0.8397064208984375
218,219,0.8382110595703125
219,220,0.842010498046875
220,221,0.8436737060546875
221,222,0.8448944091796875
222,223,0.8413848876953125
223,224,0.8487091064453125
224,225,0.8492889404296875
225,226,0.8547821044921875
226,227,0.85418701171875
227,228,0.857269287109375
228,229,0.8570098876953125
229,230,0.8589019775390625
230,231,0.862457275390625
231,232,0.8607177734375
232,233,0.864471435546875
233,234,0.86895751953125
234,235,0.8681793212890625
235,236,0.867950439453125
236,237,0.8706207275390625
237,238,0.8694610595703125
238,239,0.8730010986328125
239,240,0.875213623046875
240,241,0.8719635009765625
241,242,0.873931884765625
242,243,0.87384033203125
243,244,0.8762359619140625
244,245,0.8780670166015625
245,246,0.8787994384765625
246,247,0.8809814453125
247,248,0.880096435546875
248,249,0.881500244140625
249,250,0.8879547119140625
250,251,0.8889617919921875
251,252,0.8872833251953125
252,253,0.88818359375
253,254,0.8912200927734375
254,255,0.8887786865234375
255,256,0.8921966552734375
256,257,0.8929443359375
257,258,0.8962249755859375
258,259,0.8957061767578125
259,260,0.896636962890625
260,261,0.895751953125
261,262,0.8995819091796875
262,263,0.899749755859375
263,264,0.90325927734375
264,265,0.904571533203125
265,266,0.9051055908203125
266,267,0.906982421875
267,268,0.904205322265625
268,269,0.9069671630859375
269,270,0.908447265625
270,271,0.907135009765625
271,272,0.9036865234375
272,273,0.907440185546875
273,274,0.91131591796875
274,275,0.9119720458984375
275,276,0.9119720458984375
276,277,0.9133453369140625
277,278,0.9141998291015625
278,279,0.91845703125
279,280,0.9169158935546875
280,281,0.918731689453125
281,282,0.9173736572265625
282,283,0.9191131591796875
283,284,0.916473388671875
284,285,0.922149658203125
285,286,0.921661376953125
286,287,0.9189605712890625
287,288,0.9222259521484375
288,289,0.925750732421875
289,290,0.9235687255859375
290,291,0.9228057861328125
291,292,0.92657470703125
292,293,0.9246063232421875
293,294,0.9265289306640625
294,295,0.929351806640625
295,296,0.9290008544921875
296,297,0.929901123046875
297,298,0.93212890625
298,299,0.9343719482421875
299,300,0.9317474365234375
300,301,0.9338836669921875
301,302,0.9349365234375
302,303,0.9313812255859375
303,304,0.9365997314453125
304,305,0.932464599609375
305,306,0.938140869140625
306,307,0.935638427734375
307,308,0.937347412109375
308,309,0.940216064453125
309,310,0.93701171875
310,311,0.93951416015625
311,312,0.943115234375
312,313,0.9392242431640625
313,314,0.94085693359375
314,315,0.9431915283203125
315,316,0.9433135986328125
316,317,0.945159912109375
317,318,0.9451141357421875
318,319,0.9452056884765625
319,320,0.9468994140625
320,321,0.944580078125
321,322,0.9454803466796875
322,323,0.94757080078125
323,324,0.9488067626953125
324,325,0.94879150390625
325,326,0.950836181640625
326,327,0.9507598876953125
327,328,0.9512786865234375
328,329,0.94891357421875
329,330,0.95269775390625
330,331,0.951416015625
331,332,0.9517364501953125
332,333,0.95294189453125
333,334,0.9548797607421875
334,335,0.954864501953125
335,336,0.95404052734375
336,337,0.9565887451171875
337,338,0.95526123046875
338,339,0.95623779296875
339,340,0.956451416015625
340,341,0.9544219970703125
341,342,0.9568023681640625
342,343,0.9587860107421875
343,344,0.9603729248046875
344,345,0.959564208984375
345,346,0.958648681640625
346,347,0.95770263671875
347,348,0.95965576171875
348,349,0.960174560546875
349,350,0.9603424072265625
350,351,0.96026611328125
351,352,0.96051025390625
352,353,0.9624481201171875
353,354,0.961578369140625
354,355,0.9626312255859375
355,356,0.963134765625
356,357,0.963409423828125
357,358,0.964019775390625
358,359,0.963043212890625
359,360,0.9665069580078125
360,361,0.966522216796875
361,362,0.965789794921875
362,363,0.9672088623046875
363,364,0.965118408203125
364,365,0.966522216796875
365,366,0.96673583984375
366,367,0.9670867919921875
367,368,0.9671783447265625
368,369,0.9684906005859375
369,370,0.9673309326171875
370,371,0.9673004150390625
371,372,0.966064453125
372,373,0.9684906005859375
373,374,0.9691009521484375
374,375,0.9709320068359375
375,376,0.97161865234375
376,377,0.969818115234375
377,378,0.970245361328125
378,379,0.97015380859375
379,380,0.9705047607421875
