,epoch,train loss
0,1,3.441548278
1,2,1.703829938
2,3,0.883464392
3,4,0.686158952
4,5,0.599203254
5,6,0.543728507
6,7,0.514718358
7,8,0.484095042
8,9,0.467462402
9,10,0.43528254
10,11,0.430263725
11,12,0.419615928
12,13,0.412346216
13,14,0.40599566
14,15,0.388383732
15,16,0.391806287
16,17,0.369774038
17,18,0.366471529
18,19,0.360957184
19,20,0.364116303
20,21,0.349999396
21,22,0.351914242
22,23,0.338735421
23,24,0.348624838
24,25,0.331351539
25,26,0.333747975
26,27,0.330945127
27,28,0.326686029
28,29,0.320146741
29,30,0.328093743
30,31,0.321101875
31,32,0.313170514
32,33,0.320764979
33,34,0.31074792
34,35,0.323926907
35,36,0.302170831
36,37,0.296895488
37,38,0.308131504
38,39,0.300477699
39,40,0.300861457
40,41,0.291509027
41,42,0.294556207
42,43,0.293699238
43,44,0.297029462
44,45,0.289177385
45,46,0.29616045
46,47,0.293441592
47,48,0.290957013
48,49,0.283700931
49,50,0.284647692
50,51,0.282947902
51,52,0.277839996
52,53,0.272679995
53,54,0.289459685
54,55,0.280090971
55,56,0.279605709
56,57,0.273461467
57,58,0.276281518
58,59,0.276610746
59,60,0.278219872
60,61,0.27660651
61,62,0.284557039
62,63,0.272293303
63,64,0.269233761
64,65,0.272419835
65,66,0.263028041
66,67,0.263830373
67,68,0.26492061
68,69,0.272218968
69,70,0.264909635
70,71,0.275216629
71,72,0.271532207
72,73,0.272459038
73,74,0.264795619
74,75,0.255933555
75,76,0.265032762
76,77,0.266080368
77,78,0.268054563
78,79,0.261566812
79,80,0.258144475
80,81,0.260919961
81,82,0.258974257
82,83,0.262450466
83,84,0.259593408
84,85,0.258533135
85,86,0.255095493
86,87,0.259158388
87,88,0.253307144
88,89,0.254962104
89,90,0.266159447
90,91,0.25493364
91,92,0.255463158
92,93,0.245197699
93,94,0.246728982
94,95,0.257426804
95,96,0.25016417
96,97,0.251935717
97,98,0.249619056
98,99,0.247374199
99,100,0.248890833
100,101,0.255992975
101,102,0.258995587
102,103,0.254621336
103,104,0.250095299
104,105,0.247770319
105,106,0.256404896
106,107,0.244137456
107,108,0.244970794
108,109,0.24646083
109,110,0.242984206
110,111,0.252282232
111,112,0.24674433
112,113,0.243722473
113,114,0.245068849
114,115,0.251511489
115,116,0.246035067
116,117,0.240344143
117,118,0.252114745
118,119,0.250513931
119,120,0.247476906
120,121,0.24839127
121,122,0.24395408
122,123,0.246433691
123,124,0.2471678
