,epoch,train loss,
0,1,3.61842142,
1,2,2.535170793,
2,3,1.801389056,
3,4,1.317763669,
4,5,1.010088252,
5,6,0.819840618,
6,7,0.719913914,
7,8,0.63858921,
8,9,0.592548147,
9,10,0.560832583,
10,11,0.528413591,
11,12,0.510072497,
12,13,0.489286363,
13,14,0.473183473,
14,15,0.454973933,
15,16,0.447922261,
16,17,0.435474123,
17,18,0.419710583,
18,19,0.413428146,
19,20,0.413197177,
20,21,0.403820119,
21,22,0.396706063,
22,23,0.386847139,
23,24,0.389358567,
24,25,0.375736505,
25,26,0.375281652,
26,27,0.36486111,
27,28,0.362810504,
28,29,0.350313793,
29,30,0.355429562,
30,31,0.352009818,
31,32,0.345842577,
32,33,0.340052578,
33,34,0.337651769,
34,35,0.333203628,
35,36,0.326617454,
36,37,0.333258159,
37,38,0.321682032,
38,39,0.332030593,
39,40,0.313756027,
40,41,0.323892532,
41,42,0.315761253,
42,43,0.313184173,
43,44,0.305540045,
44,45,0.308573159,
45,46,0.306462863,
46,47,0.301529488,
47,48,0.306522165,
48,49,0.292527929,
49,50,0.29454107,
50,51,0.300918422,
51,52,0.295250751,
52,53,0.289253654,
53,54,0.287350589,
54,55,0.289187266,
55,56,0.287963836,
56,57,0.27917579,
57,58,0.29394392,
58,59,0.275072262,
59,60,0.280735692,
60,61,0.279178918,
61,62,0.279671239,
62,63,0.279549243,
63,64,0.271810076,
64,65,0.273440068,
65,66,0.269556902,
66,67,0.273247664,
67,68,0.263576088,
68,69,0.261385521,
69,70,0.265869107,
70,71,0.271307001,
71,72,0.260772678,
72,73,0.260587619,
73,74,0.258774821,
74,75,0.257147201,
75,76,0.258089086,
76,77,0.262330859,
77,78,0.257670066,
78,79,0.25192573,
79,80,0.249649484,
80,81,0.256472673,
81,82,0.251174102,
82,83,0.251988926,
83,84,0.249356884,
84,85,0.250392179,
85,86,0.245221924,
86,87,0.246289977,
87,88,0.246139295,
88,89,0.239302231,
89,90,0.241944781,
90,91,0.242931544,
91,92,0.241409244,
92,93,0.241348799,
93,94,0.245222212,
94,95,0.23660073,
95,96,0.235592824,
96,97,0.23736091,
97,98,0.232697532,
98,99,0.233879395,
99,100,0.231346454,
100,101,0.237863273,
101,102,0.227725136,
102,103,0.228347681,
103,104,0.233166431,
104,105,0.230147345,
105,106,0.226993916,
106,107,0.227661159,
107,108,0.227076114,
108,109,0.227230112,
109,110,0.228209256,
110,111,0.217875418,
111,112,0.22287879,
112,113,0.220966681,
113,114,0.223964083,
114,115,0.225671576,
115,116,0.218567088,
116,117,0.222347285,
117,118,0.219897792,
118,119,0.217779453,
119,120,0.212232409,
120,121,0.217962151,
121,122,0.210619813,
122,123,0.2133723,
123,124,0.206659234,
124,125,0.206102194,
125,126,0.215567382,
126,127,0.204665062,
127,128,0.213271823,
128,129,0.206693356,
129,130,0.209870833,
130,131,0.202188506,
131,132,0.213273086,
132,133,0.20080986,
133,134,0.20023022,
134,135,0.202271593,
135,136,0.205369859,
136,137,0.203978739,
137,138,0.200920821,
138,139,0.202854124,
139,140,0.197829036,
140,141,0.201851546,
141,142,0.19823232,
142,143,0.19464677,
143,144,0.194047859,
144,145,0.193329057,
145,146,0.191043417,
146,147,0.19241746,
147,148,0.188884865,
148,149,0.196502884,
149,150,0.189206556,
150,151,0.193762227,
151,152,0.190894899,
152,153,0.185987643,
153,154,0.187504593,
154,155,0.185466863,
155,156,0.182854817,
156,157,0.183063557,
157,158,0.184731909,
158,159,0.1814457,
159,160,0.187163096,
160,161,0.186084772,
161,162,0.180802941,
162,163,0.179671151,
163,164,0.182736666,
164,165,0.177159097,
165,166,0.180483326,
166,167,0.177552744,
167,168,0.175522818,
168,169,0.171586623,
169,170,0.173935539,
170,171,0.171587363,
171,172,0.173092464,
172,173,0.174002091,
173,174,0.16889701,
174,175,0.165440201,
175,176,0.166335189,
176,177,0.167415982,
177,178,0.166387672,
178,179,0.164681449,
179,180,0.167728899,
180,181,0.168727553,
181,182,0.162877821,
182,183,0.162100245,
183,184,0.162401137,
184,185,0.159976044,
185,186,0.161721173,
186,187,0.15776831,
187,188,0.164863463,
188,189,0.160852514,
189,190,0.158284618,
190,191,0.155952741,
191,192,0.155086583,
192,193,0.157424191,
193,194,0.156655756,
194,195,0.153326495,
195,196,0.155102681,
196,197,0.15470126,
197,198,0.151944354,
198,199,0.154385881,
199,200,0.15171444,
200,201,0.15445692,
201,202,0.150709586,
202,203,0.152269624,
203,204,0.151271496,
204,205,0.150871359,
205,206,0.153907372,
206,207,0.150028454,
207,208,0.14719272,
208,209,0.145722065,
209,210,0.142468907,
210,211,0.146121918,
211,212,0.143913727,
212,213,0.144527397,
213,214,0.137749238,
214,215,0.146065698,
215,216,0.137871986,
216,217,0.137384756,
217,218,0.145185964,
218,219,0.140434787,
219,220,0.144004189,
220,221,0.13743506,
221,222,0.135831893,
222,223,0.142259536,
223,224,0.1334802,
224,225,0.13734973,
225,226,0.133244796,
226,227,0.132163034,
227,228,0.129139091,
228,229,0.131610914,
229,230,0.134813123,
230,231,0.134734283,
231,232,0.127300235,
232,233,0.133331402,
233,234,0.127992527,
234,235,0.130536539,
235,236,0.134728277,
236,237,0.13308657,
237,238,0.128303504,
238,239,0.129600849,
239,240,0.128145653,
240,241,0.124737329,
241,242,0.125397615,
242,243,0.123733921,
243,244,0.126628779,
244,245,0.122493679,
245,246,0.129568785,
246,247,0.128237319,
247,248,0.119195847,
248,249,0.122727994,
249,250,0.11899456,
250,251,0.123498184,
251,252,0.121419317,
252,253,0.121697778,
253,254,0.120244715,
254,255,0.12220814,
255,256,0.117155631,
256,257,0.122003354,
257,258,0.116922326,
258,259,0.120596709,
259,260,0.118676417,
260,261,0.118531959,
261,262,0.118698214,
262,263,0.111290766,
263,264,0.115445046,
264,265,0.114460504,
265,266,0.113839415,
266,267,0.112089226,
267,268,0.111615982,
268,269,0.112691607,
269,270,0.112693005,
270,271,0.11137036,
271,272,0.112475188,
272,273,0.106857813,
273,274,0.112211358,
274,275,0.107621256,
275,276,0.108847251,
276,277,0.107486895,
277,278,0.107419683,
278,279,0.107829238,
279,280,0.100068603,
280,281,0.106832384,
281,282,0.102978334,
282,283,0.104115807,
283,284,0.103735232,
284,285,0.10451192,
285,286,0.099457421,
286,287,0.105239409,
287,288,0.105218986,
288,289,0.104998496,
289,290,0.10086152,
290,291,0.106350649,
291,292,0.102467117,
292,293,0.099853814,
293,294,0.103621976,
294,295,0.099950775,
295,296,0.098863055,
296,297,0.095916405,
297,298,0.097772561,
298,299,0.096666389,
299,300,0.099603132,
300,301,0.097604046,
301,302,0.102542883,
302,303,0.096077516,
303,304,0.098351618,
304,305,0.100600851,
305,306,0.09971373,
306,307,0.094030374,
307,308,0.095387445,
308,309,0.095638499,
309,310,0.094141397,
310,311,0.09881588,
311,312,0.093881966,
312,313,0.093756334,
313,314,0.095047663,
314,315,0.095881283,
315,316,0.0958706,
316,317,0.094880983,
317,318,0.089680484,
318,319,0.093603007,
319,320,0.095074106,
320,321,0.090714181,
321,322,0.094432723,
322,323,0.09035856,
323,324,0.089203452,
324,325,0.086425516,
325,326,0.088932112,
326,327,0.089554367,
327,328,0.088538999,
328,329,0.090119255,
329,330,0.090975522,
330,331,0.087143279,
331,332,0.086837613,
332,333,0.088824029,
333,334,0.08937223,
334,335,0.086754004,
335,336,0.085239042,
336,337,0.085791953,
337,338,0.087258254,
338,339,0.086840994,
339,340,0.088499652,
340,341,0.086482396,
341,342,0.085063135,
342,343,0.084341668,
343,344,0.086120792,
344,345,0.08225352,
345,346,0.08219082,
346,347,0.083054097,
347,348,0.085727683,
348,349,0.085884032,
349,350,0.083367881,
350,351,0.0832989,
351,352,0.082202843,
352,353,0.083634513,
353,354,0.083203407,
354,355,0.080064051,
355,356,0.083392555,
356,357,0.080873595,
357,358,0.082075513,
358,359,0.07975801,
359,360,0.079628809,
360,361,0.077037623,
361,362,0.080662084,
362,363,0.080246091,
363,364,0.080157788,
364,365,0.076572962,
365,366,0.082499066,
366,367,0.079005551,
367,368,0.080227983,
368,369,0.078961601,
369,370,0.080449213,
370,371,0.07895475,
371,372,0.077753294,
372,373,0.077520898,
373,374,0.075127934,
374,375,0.076163727,
375,376,0.077483416,
376,377,0.076522772,
377,378,0.075580435,
378,379,0.077158106,
379,380,0.076598472,
380,381,0.073852289,
381,382,0.073976324,
382,383,0.074161029,
383,384,0.074831398,
384,385,0.071275102,
385,386,0.074395594,
386,387,0.074267141,
387,388,0.077551792,
388,389,0.072038388,
389,390,0.075451811,
390,391,0.077154903,
391,392,0.070226678,
392,393,0.07214279,
393,394,0.075232717,
394,395,0.071502919,
395,396,0.073353732,
396,397,0.072232194,
397,398,0.075897142,
398,399,0.072976448,
399,400,0.074603756,
400,401,0.071839749,
401,402,0.07066639,
402,403,0.06930801,
403,404,0.073092444,
404,405,0.068897226,
405,406,0.070583146,
406,407,0.072838884,
407,408,0.068596294,
408,409,0.068396821,
409,410,0.070802261,
410,411,0.068278972,
411,412,0.069625113,
412,413,0.068071511,
413,414,0.068107547,
414,415,0.068945741,
415,416,0.068226609,
416,417,0.06468357,
417,418,0.069008905,
418,419,0.065089832,
419,420,0.067647002,
420,421,0.070060805,
421,422,0.066646757,
422,423,0.06634072,
423,424,0.064198888,
424,425,0.067396458,
425,426,0.068835778,
426,427,0.068422194,
427,428,0.069731217,
428,429,0.065848611,
429,430,0.067244441,
430,431,0.066110123,
431,432,0.067328725,
432,433,0.06475642,
433,434,0.065104964,
434,435,0.066913275,
435,436,0.066005326,
436,437,0.061775505,
437,438,0.064202913,
438,439,0.063864463,
439,440,0.061080814,
440,441,0.066432006,
441,442,0.064096214,
442,443,0.062056404,
443,444,0.064103436,
444,445,0.057515657,
445,446,0.061890168,
446,447,0.064316265,
447,448,0.060295413,
448,449,0.06585279,
449,450,0.062626118,
450,451,0.065016222,
451,452,0.060069822,
452,453,0.059296124,
453,454,0.062297101,
454,455,0.058501745,
455,456,0.061141881,
456,457,0.060681423,
457,458,0.060146716,
458,459,0.060298238,
459,460,0.061822852,
460,461,0.062657757,
461,462,0.059368293,
462,463,0.062863781,
463,464,0.06014824,
464,465,0.0635358,
465,466,0.063075562,
466,467,0.058482307,
467,468,0.057651944,
468,469,0.061486446,
469,470,0.062373408,
470,471,0.059684796,
471,472,0.057087595,
472,473,0.060708812,
473,474,0.059629791,
474,475,0.058215712,
475,476,0.059804232,
476,477,0.059825012,
477,478,0.060363236,
478,479,0.057433601,
479,480,0.054516875,
480,481,0.05875691,
481,482,0.056034467,
482,483,0.055904926,
483,484,0.053691942,
484,485,0.054517759,
485,486,0.058426115,
486,487,0.056658079,
487,488,0.054590817,
488,489,0.058349973,
489,490,0.059967234,
490,491,0.057104603,
491,492,0.055546083,
492,493,0.05631978,
493,494,0.057622825,
494,495,0.053785786,
495,496,0.056454875,
496,497,0.056053295,
497,498,0.057247233,
498,499,0.055351995,
499,500,0.057248103,
500,501,0.055779115,
501,502,0.055736073,
502,503,0.058313784,
503,504,0.053579425,
504,505,0.057120098,
505,506,0.056815817,
506,507,0.055194342,
507,508,0.0552746,
508,509,0.056751759,
509,510,0.05585866,
510,511,0.054955301,
511,512,0.054595325,
