,epoch,train loss
0,1,0.623830477
1,2,0.365955639
2,3,0.381913459
3,4,0.357374836
4,5,0.348084809
5,6,0.336069396
6,7,0.346940298
7,8,0.349189419
8,9,0.347044485
9,10,0.342827806
10,11,0.342675055
11,12,0.314401614
12,13,0.315959508
13,14,0.304510452
14,15,0.291370327
15,16,0.28146915
16,17,0.285946521
17,18,0.294825318
18,19,0.299539135
19,20,0.294924536
20,21,0.2756786
21,22,0.283649646
22,23,0.282038643
23,24,0.271050323
24,25,0.264720047
25,26,0.273271914
26,27,0.27507345
27,28,0.262481967
28,29,0.276571302
29,30,0.270268082
30,31,0.258641958
31,32,0.263319172
32,33,0.258870725
33,34,0.262119715
34,35,0.255416754
35,36,0.26558355
36,37,0.265588082
37,38,0.254803991
38,39,0.256200813
39,40,0.257851592
40,41,0.247791262
41,42,0.244478527
42,43,0.251508352
43,44,0.239732211
44,45,0.224132845
45,46,0.238838432
46,47,0.230168802
47,48,0.229448322
48,49,0.236707215
49,50,0.234206067
50,51,0.226218392
51,52,0.224333891
52,53,0.232014695
53,54,0.223235081
54,55,0.222308459
55,56,0.227223629
56,57,0.222355401
57,58,0.219780972
58,59,0.223840354
59,60,0.222813167
60,61,0.214617003
61,62,0.218203181
62,63,0.217526279
63,64,0.217858571
64,65,0.224590884
65,66,0.218519347
66,67,0.207059093
67,68,0.221702939
68,69,0.212306901
69,70,0.220346635
70,71,0.218339885
71,72,0.216767893
72,73,0.216446984
73,74,0.214318767
74,75,0.220016331
75,76,0.215500574
76,77,0.205721222
77,78,0.209573369
78,79,0.206930872
79,80,0.201599286
80,81,0.205576685
81,82,0.205846361
82,83,0.199303956
83,84,0.204190155
84,85,0.204190501
85,86,0.20380831
86,87,0.195211883
87,88,0.195392416
88,89,0.194048446
89,90,0.189716845
90,91,0.193745254
91,92,0.191059121
92,93,0.185095484
93,94,0.194363303
94,95,0.192557542
95,96,0.198916683
96,97,0.185970518
97,98,0.188827143
98,99,0.18303672
99,100,0.195719803
100,101,0.187117404
101,102,0.189569748
102,103,0.188403956
103,104,0.183442328
104,105,0.184570001
105,106,0.189185194
106,107,0.186124378
107,108,0.184093175
108,109,0.189030898
109,110,0.181130715
110,111,0.186840542
111,112,0.180182097
112,113,0.181742909
