,epoch,train loss
0,1,1.427988949
1,2,0.880702827
2,3,0.636809452
3,4,0.523483475
4,5,0.452004762
5,6,0.412291917
6,7,0.374844049
7,8,0.358253503
8,9,0.344623411
9,10,0.329048697
10,11,0.320482497
11,12,0.312688974
12,13,0.306719137
13,14,0.299082895
14,15,0.299816638
15,16,0.296556785
16,17,0.295166443
17,18,0.295434368
18,19,0.298013056
19,20,0.294691656
20,21,0.294846816
21,22,0.293834173
22,23,0.293629523
23,24,0.294738082
24,25,0.298754348
25,26,0.288921985
26,27,0.296040523
27,28,0.288579104
28,29,0.291827286
29,30,0.28307462
30,31,0.287251933
31,32,0.292413209
32,33,0.284010433
33,34,0.279834642
34,35,0.281880872
35,36,0.282060794
36,37,0.28110187
37,38,0.280265586
38,39,0.273254574
39,40,0.276266212
40,41,0.276137144
41,42,0.270516168
42,43,0.272302325
43,44,0.271862096
44,45,0.270986425
45,46,0.268685515
46,47,0.269260446
47,48,0.266909893
48,49,0.258184014
49,50,0.262289504
50,51,0.256703268
51,52,0.260665876
52,53,0.258331724
53,54,0.252796522
54,55,0.251546739
55,56,0.254872899
56,57,0.247348108
57,58,0.251828502
58,59,0.251898607
59,60,0.246585289
60,61,0.252681391
61,62,0.246655689
62,63,0.248415198
63,64,0.241843631
64,65,0.243393385
65,66,0.245416892
66,67,0.243327509
67,68,0.241224224
68,69,0.240734058
69,70,0.237753373
70,71,0.239074557
71,72,0.236613384
72,73,0.235361532
73,74,0.23676946
74,75,0.237869353
75,76,0.235417816
76,77,0.231581484
77,78,0.237023761
78,79,0.233736723
79,80,0.228492558
80,81,0.230028009
81,82,0.231989728
82,83,0.223744541
83,84,0.226772361
84,85,0.223662617
85,86,0.223493944
86,87,0.224937634
87,88,0.224755872
88,89,0.224198333
89,90,0.220564008
90,91,0.220589638
91,92,0.218223751
92,93,0.218514754
93,94,0.219929637
94,95,0.217731548
95,96,0.220569274
96,97,0.217497482
97,98,0.219579464
98,99,0.214342415
99,100,0.209833255
100,101,0.215521186
101,102,0.214018298
102,103,0.211276755
103,104,0.212345284
104,105,0.208580447
105,106,0.21294053
106,107,0.210803179
107,108,0.210867002
108,109,0.211321309
109,110,0.206359597
110,111,0.20646925
111,112,0.20740582
112,113,0.21142445
113,114,0.208764094
114,115,0.204702008
115,116,0.209229952
116,117,0.204819592
117,118,0.202589109
118,119,0.203602573
119,120,0.203227954
120,121,0.202678943
121,122,0.200595071
122,123,0.203559401
123,124,0.201786515
124,125,0.198007688
125,126,0.199387182
126,127,0.199098608
127,128,0.193909652
128,129,0.197417107
129,130,0.195279454
130,131,0.196543956
131,132,0.197349389
132,133,0.200790416
133,134,0.195628579
134,135,0.194714197
135,136,0.192765518
136,137,0.192933962
137,138,0.192567882
138,139,0.196731339
139,140,0.192014485
140,141,0.194531774
141,142,0.191549252
142,143,0.190277645
143,144,0.189861946
144,145,0.193747165
145,146,0.191448918
146,147,0.188389443
147,148,0.191131183
148,149,0.193631075
149,150,0.189652076
150,151,0.184856266
151,152,0.189999759
152,153,0.186441271
153,154,0.187093133
154,155,0.185428286
155,156,0.187366788
156,157,0.189326547
157,158,0.182749625
158,159,0.185092192
159,160,0.182993165
160,161,0.185215546
161,162,0.182735481
162,163,0.186866018
163,164,0.182431011
164,165,0.185885681
165,166,0.179475948
166,167,0.18050256
167,168,0.18254396
168,169,0.181406512
169,170,0.182961936
170,171,0.179301766
171,172,0.180557785
172,173,0.181434156
173,174,0.176005634
174,175,0.180229794
175,176,0.181500377
176,177,0.177232784
177,178,0.177304925
178,179,0.17574496
179,180,0.172179645
180,181,0.175258989
181,182,0.172115067
182,183,0.17264839
183,184,0.175794504
184,185,0.172718483
185,186,0.177226882
186,187,0.175830241
187,188,0.172395678
188,189,0.172170027
189,190,0.171552817
190,191,0.169046421
191,192,0.170966234
192,193,0.173869429
193,194,0.172428295
194,195,0.171300595
195,196,0.173925243
196,197,0.168610497
197,198,0.169041705
198,199,0.172463642
199,200,0.167275608
200,201,0.16809491
201,202,0.167325519
202,203,0.167869085
203,204,0.166876199
204,205,0.166931047
205,206,0.165847089
206,207,0.167308754
207,208,0.167184804
208,209,0.168789786
209,210,0.165790317
210,211,0.168730628
211,212,0.1698609
212,213,0.166735523
213,214,0.166184268
214,215,0.164257288
215,216,0.165889225
216,217,0.165353126
217,218,0.168732782
218,219,0.163429695
219,220,0.164144745
220,221,0.161635122
221,222,0.162351916
222,223,0.161899544
223,224,0.16379207
224,225,0.156794321
225,226,0.161260616
226,227,0.159782028
227,228,0.158889527
228,229,0.159648387
229,230,0.162627564
230,231,0.160476439
231,232,0.160216771
232,233,0.161142973
233,234,0.157397194
234,235,0.158976477
235,236,0.158266724
236,237,0.15337258
237,238,0.161035998
238,239,0.156025888
239,240,0.15514369
240,241,0.162038262
241,242,0.157171646
242,243,0.156389701
243,244,0.155605081
244,245,0.157403615
245,246,0.155316745
246,247,0.156394687
247,248,0.156260562
248,249,0.157528648
249,250,0.154119736
250,251,0.155097028
251,252,0.15169615
252,253,0.154282067
253,254,0.156290775
254,255,0.156607256
255,256,0.153393645
256,257,0.150404262
257,258,0.153839004
258,259,0.154072528
259,260,0.154347042
260,261,0.15569776
261,262,0.155919563
262,263,0.151625053
263,264,0.149868754
264,265,0.15155681
265,266,0.153527526
266,267,0.151711191
267,268,0.148668512
268,269,0.149905884
269,270,0.149093484
270,271,0.149484092
271,272,0.152519145
272,273,0.150250713
273,274,0.146272049
274,275,0.146523612
275,276,0.145513824
276,277,0.148388316
277,278,0.147191218
278,279,0.147266782
279,280,0.144686982
280,281,0.146832191
281,282,0.145517828
282,283,0.144647121
283,284,0.144993957
284,285,0.14527692
285,286,0.145734785
286,287,0.142811816
287,288,0.144289662
288,289,0.14487867
289,290,0.145592322
290,291,0.14560318
291,292,0.139959945
292,293,0.141860085
293,294,0.14169336
294,295,0.144208812
295,296,0.144554557
296,297,0.144049076
297,298,0.142961899
298,299,0.14228571
299,300,0.141137159
300,301,0.144268513
301,302,0.138845598
302,303,0.145629774
303,304,0.144308935
304,305,0.140618922
305,306,0.142011593
306,307,0.13953576
307,308,0.14114112
308,309,0.140222986
309,310,0.142247009
310,311,0.144747753
311,312,0.139137929
312,313,0.135884635
313,314,0.1411875
314,315,0.137134738
315,316,0.139861279
316,317,0.136657395
317,318,0.143033114
318,319,0.140840101
319,320,0.137782978
320,321,0.134530207
321,322,0.137565422
322,323,0.136478194
323,324,0.139304379
324,325,0.13828348
325,326,0.142801555
326,327,0.136003612
327,328,0.13776202
328,329,0.139083567
329,330,0.137342403
330,331,0.134596452
331,332,0.135632297
332,333,0.1351064
333,334,0.134923111
334,335,0.138125631
335,336,0.136816352
336,337,0.135383331
337,338,0.136076343
338,339,0.1331132
339,340,0.134334868
340,341,0.140145264
341,342,0.133665576
342,343,0.1361509
343,344,0.135266321
344,345,0.136916001
345,346,0.133787955
346,347,0.136760199
347,348,0.136273526
348,349,0.131962716
349,350,0.130493435
350,351,0.133943898
351,352,0.13224044
352,353,0.132476696
353,354,0.130335244
354,355,0.132648032
355,356,0.13053668
356,357,0.132877299
357,358,0.130253742
358,359,0.131649344
359,360,0.132968979
360,361,0.128607548
361,362,0.133106911
362,363,0.129470945
363,364,0.132946931
364,365,0.129398506
365,366,0.131400753
366,367,0.130291761
367,368,0.128488374
368,369,0.129541872
369,370,0.126111537
370,371,0.131421068
371,372,0.12742932
372,373,0.128609037
373,374,0.126930716
374,375,0.126745271
375,376,0.125912209
376,377,0.127573391
377,378,0.128715402
378,379,0.124022394
379,380,0.128728967
380,381,0.128906732
381,382,0.126808101
382,383,0.127391172
383,384,0.122995118
384,385,0.127163864
385,386,0.126592037
386,387,0.124832072
387,388,0.125832722
388,389,0.121649002
389,390,0.123385598
390,391,0.127095256
391,392,0.127290736
392,393,0.125333263
393,394,0.123247839
394,395,0.123775427
395,396,0.125185635
396,397,0.123639124
397,398,0.122991993
398,399,0.121001513
399,400,0.121439165
400,401,0.123082036
401,402,0.12302614
402,403,0.123545749
403,404,0.120932666
404,405,0.12291335
405,406,0.122064957
406,407,0.121969316
407,408,0.123345298
408,409,0.120291879
409,410,0.121773812
410,411,0.122366785
411,412,0.1202974
412,413,0.122189223
413,414,0.121535963
414,415,0.121677512
415,416,0.1243079
416,417,0.118896921
417,418,0.120976924
418,419,0.122100756
419,420,0.12155919
420,421,0.119519563
421,422,0.120199373
422,423,0.118321707
423,424,0.12267619
424,425,0.120865748
425,426,0.12217738
426,427,0.118149845
427,428,0.117782087
428,429,0.12038667
429,430,0.119639234
430,431,0.121933774
431,432,0.121263074
432,433,0.116758539
433,434,0.119893311
434,435,0.115551268
435,436,0.11883333
436,437,0.115889107
437,438,0.120359442
438,439,0.118914056
439,440,0.119074409
440,441,0.115026418
441,442,0.120473417
442,443,0.115226138
443,444,0.119628032
444,445,0.116013372
445,446,0.119159533
446,447,0.115993907
447,448,0.116327407
448,449,0.118783743
449,450,0.115565293
450,451,0.118111737
451,452,0.115920769
452,453,0.114741167
453,454,0.117936945
454,455,0.115084352
455,456,0.117017175
456,457,0.114463059
457,458,0.116655507
458,459,0.117721283
459,460,0.11190733
460,461,0.115915596
461,462,0.11386802
462,463,0.115328927
463,464,0.11582668
464,465,0.112824314
465,466,0.113229146
466,467,0.112628636
467,468,0.11630459
468,469,0.116205732
469,470,0.112987475
470,471,0.115056879
471,472,0.11472772
472,473,0.113917543
473,474,0.113166302
474,475,0.11245909
475,476,0.113819719
476,477,0.112279154
477,478,0.112406695
478,479,0.110954178
479,480,0.11374449
480,481,0.112061875
481,482,0.113168825
482,483,0.110378865
483,484,0.109044775
484,485,0.11018622
485,486,0.112756341
486,487,0.111117695
487,488,0.112017198
488,489,0.115432259
489,490,0.114080888
490,491,0.108510419
491,492,0.110631137
492,493,0.108829301
493,494,0.110774938
494,495,0.111211848
495,496,0.111500575
496,497,0.110373307
497,498,0.108721
498,499,0.111297042
499,500,0.109593075
500,501,0.108133642
501,502,0.106424186
502,503,0.109827964
503,504,0.109653034
504,505,0.108886765
505,506,0.108073126
506,507,0.111341826
507,508,0.111189137
508,509,0.109677362
509,510,0.105785201
510,511,0.107789704
511,512,0.107721005
