,epoch,train acc
0,1,48.577880859375
1,2,75.140380859375
2,3,87.005615234375
3,4,92.6422119140625
4,5,95.6207275390625
5,6,96.98333740234375
6,7,97.9095458984375
7,8,98.38714599609375
8,9,98.73046875
9,10,98.8861083984375
10,11,99.1058349609375
11,12,99.2462158203125
12,13,99.36065673828125
13,14,99.3927001953125
14,15,99.468994140625
15,16,99.50714111328125
16,17,99.54986572265625
17,18,99.60479736328125
18,19,99.64752197265625
19,20,99.6124267578125
20,21,99.67498779296875
21,22,99.70703125
22,23,99.71923828125
23,24,99.75433349609375
24,25,99.72381591796875
25,26,99.70550537109375
26,27,99.737548828125
27,28,99.75433349609375
28,29,99.79705810546875
29,30,99.79248046875
30,31,99.78485107421875
31,32,99.82147216796875
32,33,99.810791015625
33,34,99.8138427734375
34,35,99.84283447265625
35,36,99.81842041015625
36,37,99.84283447265625
37,38,99.86114501953125
38,39,99.83367919921875
39,40,99.85504150390625
40,41,99.84588623046875
41,42,99.853515625
42,43,99.88250732421875
43,44,99.87030029296875
44,45,99.8992919921875
45,46,99.87030029296875
46,47,99.89776611328125
47,48,99.8870849609375
48,49,99.89471435546875
49,50,99.853515625
50,51,99.90386962890625
51,52,99.89013671875
52,53,99.920654296875
53,54,99.89166259765625
54,55,99.90081787109375
55,56,99.92523193359375
56,57,99.91912841796875
57,58,99.93133544921875
58,59,99.9237060546875
59,60,99.91912841796875
60,61,99.92523193359375
61,62,99.92523193359375
62,63,99.91607666015625
63,64,99.9267578125
64,65,99.91302490234375
65,66,99.90692138671875
66,67,99.932861328125
67,68,99.92523193359375
68,69,99.932861328125
69,70,99.94049072265625
70,71,99.93133544921875
71,72,99.957275390625
72,73,99.94354248046875
73,74,99.94964599609375
74,75,99.9237060546875
75,76,99.95269775390625
76,77,99.94354248046875
77,78,99.951171875
78,79,99.95574951171875
79,80,99.93743896484375
80,81,99.94964599609375
81,82,99.9237060546875
82,83,99.957275390625
83,84,99.95880126953125
84,85,99.957275390625
85,86,99.9603271484375
86,87,99.9664306640625
87,88,99.93743896484375
88,89,99.945068359375
89,90,99.9603271484375
90,91,99.94354248046875
91,92,99.957275390625
92,93,99.97100830078125
93,94,99.97406005859375
94,95,99.957275390625
95,96,99.96185302734375
96,97,99.9603271484375
97,98,99.95880126953125
98,99,99.9603271484375
99,100,99.97406005859375
100,101,99.95880126953125
101,102,99.957275390625
102,103,99.97406005859375
103,104,99.97406005859375
104,105,99.9664306640625
105,106,99.9603271484375
106,107,99.9725341796875
107,108,99.97406005859375
108,109,99.98321533203125
109,110,99.97711181640625
110,111,99.96337890625
111,112,99.96337890625
112,113,99.981689453125
113,114,99.96185302734375
114,115,99.9755859375
115,116,99.9755859375
116,117,99.969482421875
117,118,99.9786376953125
118,119,99.9664306640625
119,120,99.98626708984375
120,121,99.98016357421875
121,122,99.96185302734375
122,123,99.9664306640625
123,124,99.9847412109375
124,125,99.98321533203125
125,126,99.98016357421875
126,127,99.97406005859375
127,128,99.9725341796875
128,129,99.9786376953125
129,130,99.97711181640625
130,131,99.9847412109375
131,132,99.9786376953125
132,133,99.969482421875
133,134,99.98321533203125
134,135,99.9786376953125
135,136,99.97406005859375
136,137,99.9725341796875
137,138,99.97406005859375
138,139,99.96795654296875
139,140,99.98016357421875
140,141,99.9786376953125
141,142,99.981689453125
142,143,99.981689453125
143,144,99.98321533203125
144,145,99.9755859375
145,146,99.9755859375
146,147,99.98321533203125
147,148,99.98931884765625
148,149,99.98931884765625
149,150,99.98321533203125
150,151,99.98016357421875
151,152,99.98626708984375
152,153,99.981689453125
153,154,99.98321533203125
154,155,99.98016357421875
155,156,99.98321533203125
156,157,99.97100830078125
157,158,99.98779296875
158,159,99.9847412109375
159,160,99.981689453125
160,161,99.98321533203125
161,162,99.98626708984375
162,163,99.98016357421875
163,164,99.98321533203125
164,165,99.98321533203125
165,166,99.9786376953125
166,167,99.98779296875
167,168,99.98779296875
168,169,99.9847412109375
169,170,99.98626708984375
170,171,99.98626708984375
171,172,99.9908447265625
172,173,99.98016357421875
173,174,99.9847412109375
174,175,99.98931884765625
175,176,99.98931884765625
176,177,99.98626708984375
177,178,99.9755859375
178,179,99.98321533203125
179,180,99.9847412109375
180,181,99.98016357421875
181,182,99.993896484375
182,183,99.99237060546875
183,184,99.98931884765625
184,185,99.99542236328125
185,186,99.98626708984375
186,187,99.993896484375
187,188,99.9908447265625
188,189,99.993896484375
189,190,99.98321533203125
190,191,99.98931884765625
191,192,99.98016357421875
192,193,99.9908447265625
193,194,99.98931884765625
194,195,99.98626708984375
195,196,99.981689453125
196,197,99.98626708984375
197,198,99.98779296875
198,199,99.98321533203125
199,200,99.98779296875
200,201,99.993896484375
201,202,99.99237060546875
202,203,99.9908447265625
203,204,99.98931884765625
204,205,99.99237060546875
205,206,99.98931884765625
206,207,99.99237060546875
207,208,99.98931884765625
208,209,99.99542236328125
209,210,99.98626708984375
210,211,99.99237060546875
211,212,99.98626708984375
212,213,99.98626708984375
213,214,99.98779296875
214,215,99.9969482421875
215,216,99.99237060546875
216,217,99.98779296875
217,218,99.9908447265625
218,219,99.98779296875
219,220,99.98779296875
220,221,99.98931884765625
221,222,99.99542236328125
222,223,99.9908447265625
223,224,99.98626708984375
224,225,99.98626708984375
225,226,99.99847412109375
226,227,99.99542236328125
227,228,99.99237060546875
228,229,99.99237060546875
229,230,99.993896484375
230,231,99.98779296875
231,232,99.99542236328125
232,233,99.98626708984375
233,234,99.99237060546875
234,235,99.9908447265625
235,236,99.99237060546875
236,237,99.9908447265625
237,238,99.99542236328125
238,239,99.98931884765625
239,240,99.9908447265625
240,241,99.98931884765625
241,242,99.98931884765625
242,243,99.9969482421875
243,244,99.993896484375
244,245,99.99237060546875
245,246,99.98931884765625
246,247,99.9969482421875
247,248,99.99542236328125
248,249,99.993896484375
249,250,99.9908447265625
250,251,99.98626708984375
251,252,99.98626708984375
252,253,99.99237060546875
253,254,99.993896484375
254,255,99.993896484375
255,256,99.993896484375
256,257,99.9908447265625
257,258,99.98626708984375
258,259,99.99542236328125
259,260,99.99542236328125
260,261,99.99542236328125
261,262,99.9969482421875
262,263,99.99542236328125
263,264,99.9969482421875
264,265,99.99847412109375
265,266,99.99237060546875
266,267,99.98626708984375
267,268,99.993896484375
268,269,99.99847412109375
269,270,99.9908447265625
270,271,99.993896484375
271,272,99.98931884765625
272,273,99.993896484375
273,274,99.99542236328125
274,275,99.9908447265625
275,276,99.99237060546875
276,277,99.993896484375
277,278,99.9908447265625
278,279,99.99847412109375
279,280,99.99542236328125
280,281,99.99847412109375
281,282,99.99542236328125
282,283,99.98931884765625
283,284,99.99847412109375
284,285,99.993896484375
285,286,99.99847412109375
286,287,99.99542236328125
287,288,99.9969482421875
288,289,99.99542236328125
289,290,99.99542236328125
290,291,99.99237060546875
